taxon	comparison	lfc	p_value	q_value	significant	direction
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	14d_vs_before	0.9198077422862662	0.0004671653288868177	0.0008379314629239746	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_ventriosum_group	14d_vs_before	0.6866149415375108	0.0007293508683637924	0.0012877601269548	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;g__Anaerofustis	14d_vs_before	-0.3140903354296959	0.0007948389586338951	0.0013817969588558	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Incertae_Sedis	14d_vs_before	0.5424762062429861	0.0013415096560751	0.0022968271384316	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_ND3007_group	14d_vs_before	0.649178060507981	0.0022549832808842	0.0038031807573123	True	increased
d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	14d_vs_before	0.7185663979685027	0.0080006515654532	0.0132952003955325	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas	14d_vs_before	0.5562580524371682	0.0085893353736738	0.0140665927134079	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__DTU089	14d_vs_before	0.4990624738406389	0.0087568946671112	0.0141361299626223	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus	14d_vs_before	-0.5595784416520269	0.0097579602124427	0.0155302747043103	True	decreased
d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila	14d_vs_before	0.6548798352787238	0.0152964154777008	0.0240068742913916	True	increased
d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia	14d_vs_before	-0.4252601995105426	0.0288247257943885	0.0446190960926836	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;__	30d_vs_before	5.728349631888259	6.390953407643566e-184	7.221777350637229e-182	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	30d_vs_before	5.947861992575088	8.33808827058664e-126	4.7110198728814505e-124	True	increased
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;__	30d_vs_before	-7.999620688751115	2.0547224154236428e-125	7.739454431429053e-124	True	decreased
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	30d_vs_before	5.731347171109606	3.200870544484838e-75	9.042459288169668e-74	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea	30d_vs_before	4.5183593416392265	3.947501543977842e-74	8.921353489389925e-73	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Acutalibacter	30d_vs_before	3.2010588556417985	5.576822069515827e-60	1.050301489758814e-58	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter	30d_vs_before	3.803094026869101	4.675607289627049e-57	7.547766053255094e-56	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus	30d_vs_before	-4.938998830053301	1.781547441988578e-48	2.5164357618088663e-47	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes	30d_vs_before	3.966340691056161	5.34242790207475e-48	6.707715032604964e-47	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus	30d_vs_before	2.939359010084779	1.179474706494472e-41	1.3328064183387531e-40	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium	30d_vs_before	3.888404563004156	3.095667609588557e-38	3.180094908031882e-37	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus	30d_vs_before	-3.8917583842132606	1.0069796489562052e-35	9.482391694337597e-35	True	decreased
d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella	30d_vs_before	-4.148636524346894	4.4366146725332175e-34	3.856441984586565e-33	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum	30d_vs_before	3.955524261142704	3.289377676072764e-32	2.6549976956873024e-31	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__Incertae_Sedis	30d_vs_before	3.2656114056660206	1.5422334879082432e-31	1.1618158942242098e-30	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium	30d_vs_before	2.471906670330149	2.847021925445424e-27	2.0107092348458302e-26	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter	30d_vs_before	3.4834144884048164	1.2270228349194626e-26	8.156092961523487e-26	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia	30d_vs_before	2.814974517918651	2.021041805834191e-26	1.2687651336625754e-25	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum	30d_vs_before	2.3144379078483195	1.6833436000372993e-24	1.0011464568642886e-23	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	30d_vs_before	3.0119321199610964	2.2428709272940315e-24	1.267222073921128e-23	True	increased
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	30d_vs_before	2.5596696409014026	3.7489941492530025e-24	2.017315899359949e-23	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger	30d_vs_before	3.275669570108222	1.5617860753535504e-23	8.021901205225055e-23	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelotrichaceae_UCG-003	30d_vs_before	2.738997580949223	2.9854254412602976e-23	1.4667524994017983e-22	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter	30d_vs_before	3.091352336654636	1.1409469323454562e-17	5.371958473126523e-17	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus	30d_vs_before	-2.3917002019832063	4.4349051726785997e-17	2.0045771380507272e-16	True	decreased
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	30d_vs_before	2.409776761715059	2.854513485727197e-16	1.240615476489128e-15	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus	30d_vs_before	-3.0137761904577345	4.5471035566395656e-15	1.903047044075077e-14	True	decreased
d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Megasphaera	30d_vs_before	-2.014129947564287	1.1673724106852957e-13	4.711181514551372e-13	True	decreased
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus	30d_vs_before	-1.6223972022924935	3.025415012939699e-13	1.1788686084902965e-12	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia	30d_vs_before	2.23296893510318	9.176593453915052e-13	3.456516867641336e-12	True	increased
d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	30d_vs_before	2.7419415954076136	1.7658087850360857e-12	6.436657829325086e-12	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002	30d_vs_before	1.9057568244719247	3.180469830857722e-12	1.1231034090216331e-11	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus	30d_vs_before	1.925754624079849	7.816494763310704e-12	2.676557297739726e-11	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter	30d_vs_before	1.548288587972218	1.4205857506222855e-11	4.7213585241270076e-11	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	30d_vs_before	2.267297659311148	9.66076319114668e-11	3.1190464017130716e-10	True	increased
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella	30d_vs_before	-2.7413918171991134	1.2281242543881762e-10	3.854945576273997e-10	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_gauvreauii_group	30d_vs_before	1.85848029264416	8.91174077861877e-10	2.721693805361948e-09	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__DTU089	30d_vs_before	1.3210110378221636	1.5025538341968622e-09	4.4681206122169864e-09	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214_group	30d_vs_before	1.4372966465417587	2.036004555740572e-09	5.8991926871457595e-09	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-352	30d_vs_before	2.0255493495443364	5.51630764072313e-09	1.5583569085042846e-08	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;__	30d_vs_before	1.3208486112917392	1.3033370392843282e-08	3.592124035100709e-08	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-010	30d_vs_before	1.374196921352206	7.168336423706037e-08	1.928623847330434e-07	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Intestinibacter	30d_vs_before	1.7044241971319591	8.837634197456477e-08	2.2997808916441055e-07	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_AD3011_group	30d_vs_before	1.137369055394323	8.95489904710979e-08	2.2997808916441055e-07	True	increased
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	30d_vs_before	1.3896847419703229	1.316373523628308e-07	3.305560181555529e-07	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;__	30d_vs_before	-1.566701248168409	2.509091527877257e-07	6.163637883698479e-07	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor	30d_vs_before	1.2349886789280018	3.587865759917904e-07	8.626145337674961e-07	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster	30d_vs_before	1.4911775495298958	6.930266893617092e-07	1.6315003312056903e-06	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_gnavus_group	30d_vs_before	1.5140807134083154	7.214126431633788e-07	1.6636658913767716e-06	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Extibacter	30d_vs_before	1.2740263054307914	7.36517463627541e-07	1.6645294677982423e-06	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus	30d_vs_before	-0.8873160203131789	2.46430029889334e-06	5.460116348528382e-06	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas	30d_vs_before	1.0794556022046349	2.8666380578742592e-06	6.2294250103806015e-06	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Thomasclavelia	30d_vs_before	1.4144159094741893	3.14314767812942e-06	6.7014280684646125e-06	True	increased
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	30d_vs_before	2.2635560980177893	6.078338455735341e-06	1.2719486027742473e-05	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group	30d_vs_before	1.0697350727210715	1.2484012312187e-05	2.560085446495429e-05	True	increased
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter	30d_vs_before	-0.409835044584906	1.2687149115375576e-05	2.560085446495429e-05	True	decreased
d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia	30d_vs_before	-0.5461151481780568	1.406807540730721e-05	2.7889342474135348e-05	True	decreased
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	30d_vs_before	-1.4142674669561135	2.2951398472270968e-05	4.471565564425206e-05	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas	30d_vs_before	1.2487389192584175	2.342192159745937e-05	4.485893458496455e-05	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	30d_vs_before	-0.9416482445296024	3.705618150850733e-05	6.978914184102214e-05	True	decreased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	30d_vs_before	-0.7296567542487428	7.28773464364593e-05	0.00013500229749704756	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;__	30d_vs_before	1.0329858085423722	0.00012785638262124657	0.0002330285683258204	True	increased
d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Chloroplast;f__Incertae_Sedis;g__Incertae_Sedis	30d_vs_before	-0.4786501023206237	0.00016774744129931558	0.00029716529911868854	True	decreased
d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	30d_vs_before	1.0382938026392543	0.00016830601012031917	0.00029716529911868854	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_ND3007_group	30d_vs_before	0.7414174772120824	0.0003703707262210963	0.0006438752625074443	True	increased
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella	30d_vs_before	0.6909853042234321	0.0005661505260352479	0.0009693183248785304	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	30d_vs_before	0.5241380742107372	0.0007574877470678239	0.0012775539614725	True	increased
d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia	30d_vs_before	-0.6239276876618483	0.0008274162335576813	0.0013749710940002	True	decreased
d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus	30d_vs_before	-0.7540373050897917	0.0018286231958101	0.0029947017554572	True	decreased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	30d_vs_before	0.7663419749488537	0.0018580769014978	0.0029994669981322	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter	30d_vs_before	0.4532431559383313	0.0089495307160526	0.0142436193086472	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066575	30d_vs_before	-0.3075958540529592	0.0131222489789136	0.0205946407585728	True	decreased
d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila	30d_vs_before	0.6837243428095813	0.0138251924522145	0.0214006403712361	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005	30d_vs_before	0.4045344534027855	0.0155038536802819	0.023674803592863	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_ventriosum_group	30d_vs_before	0.4307809783363067	0.0199048397356332	0.0299899585350208	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_brachy_group	30d_vs_before	0.3439492504835326	0.0203166400786815	0.0302076359064607	True	increased
